#group,false,false,false,false,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string
#default,_result,,,,,
,result,table,_time,_value,_field,_measurement
,,0,2024-06-12T01:22:00Z,58.4833476283835,perc,cpu
,,0,2024-06-12T01:23:00Z,71.564241119317,perc,cpu
,,0,2024-06-12T01:24:00Z,65.63830662716524,perc,cpu
,,0,2024-06-12T01:25:00Z,72.70552356435813,perc,cpu
,,0,2024-06-12T01:26:00Z,73.76587324698409,perc,cpu
,,0,2024-06-12T01:27:00Z,89.81933889998335,perc,cpu
,,0,2024-06-12T01:28:00Z,79.86590566181093,perc,cpu
,,0,2024-06-12T01:29:00Z,86.90556058856761,perc,cpu
,,0,2024-06-12T01:30:00Z,71.9382926575978,perc,cpu
,,0,2024-06-12T01:31:00Z,61.96409277055352,perc,cpu
,,0,2024-06-12T01:32:00Z,87.98295375592339,perc,cpu
,,0,2024-06-12T01:33:00Z,54.99487037102604,perc,cpu
,,0,2024-06-12T01:34:00Z,87.99983930346741,perc,cpu
,,0,2024-06-12T01:35:00Z,62.99785917206148,perc,cpu
,,0,2024-06-12T01:36:00Z,80.98893052721417,perc,cpu
,,0,2024-06-12T01:37:00Z,68.97305585077035,perc,cpu
,,0,2024-06-12T01:38:00Z,93.950239555324,perc,cpu
,,0,2024-06-12T01:39:00Z,76.92048798299163,perc,cpu
,,0,2024-06-12T01:40:00Z,56.88380940364942,perc,cpu
,,0,2024-06-12T01:41:00Z,85.8402140126345,perc,cpu
,,0,2024-06-12T01:42:00Z,68.789713927911,perc,cpu
,,0,2024-06-12T01:43:00Z,84.73232318670165,perc,cpu
,,0,2024-06-12T01:44:00Z,82.66805774158598,perc,cpu
,,0,2024-06-12T01:45:00Z,70.59693545606609,perc,cpu
,,0,2024-06-12T01:46:00Z,90.51897609960118,perc,cpu
,,0,2024-06-12T01:47:00Z,82.43420134211235,perc,cpu
,,0,2024-06-12T01:48:00Z,70.34263474795914,perc,cpu
,,0,2024-06-12T01:49:00Z,91.24430176938957,perc,cpu
,,0,2024-06-12T01:50:00Z,78.13922973946515,perc,cpu
,,0,2024-06-12T01:51:00Z,76.0274478644634,perc,cpu
,,0,2024-06-12T01:52:00Z,77.9089872157595,perc,cpu
,,0,2024-06-12T01:53:00Z,71.78388072118956,perc,cpu
,,0,2024-06-12T01:54:00Z,74.65216315589785,perc,cpu
,,0,2024-06-12T01:55:00Z,54.513871132670545,perc,cpu
,,0,2024-06-12T01:56:00Z,68.3690430917587,perc,cpu
,,0,2024-06-12T01:57:00Z,76.2177192901932,perc,cpu
,,0,2024-06-12T01:58:00Z,85.05994179059476,perc,cpu
,,0,2024-06-12T01:59:00Z,54.89575444948204,perc,cpu
,,0,2024-06-12T02:00:00Z,55.72520290508105,perc,cpu
,,0,2024-06-12T02:01:00Z,52.54833456463933,perc,cpu
,,0,2024-06-12T02:02:00Z,89.36519859124856,perc,cpu
,,0,2024-06-12T02:03:00Z,90.17584589017878,perc,cpu
,,0,2024-06-12T02:04:00Z,82.9803290947287,perc,cpu
,,0,2024-06-12T02:05:00Z,72.77870255159546,perc,cpu
,,0,2024-06-12T02:06:00Z,77.57102230576817,perc,cpu
,,0,2024-06-12T02:07:00Z,59.35734608494937,perc,cpu
,,0,2024-06-12T02:08:00Z,58.13773328350895,perc,cpu
,,0,2024-06-12T02:09:00Z,65.91224494597441,perc,cpu
,,0,2024-06-12T02:10:00Z,71.68094375006282,perc,cpu
,,0,2024-06-12T02:11:00Z,84.44389398925861,perc,cpu
,,0,2024-06-12T02:12:00Z,72.20116155494219,perc,cpu
,,0,2024-06-12T02:13:00Z,53.95281391807461,perc,cpu
,,0,2024-06-12T02:14:00Z,85.69892011044303,perc,cpu
,,0,2024-06-12T02:15:00Z,80.43955070547226,perc,cpu
,,0,2024-06-12T02:16:00Z,61.17477779860789,perc,cpu
,,0,2024-06-12T02:17:00Z,76.90467498727644,perc,cpu
,,0,2024-06-12T02:18:00Z,69.62931735042773,perc,cpu
,,0,2024-06-12T02:19:00Z,58.34878142766573,perc,cpu
,,0,2024-06-12T02:20:00Z,60.06314519797321,perc,cpu
,,0,2024-06-12T02:21:00Z,77.77248805803643,perc,cpu
,,0,2024-06-12T02:22:00Z,81.47689080017562,perc,cpu
,,0,2024-06-12T02:23:00Z,48.17643558988766,perc,cpu
,,0,2024-06-12T02:24:00Z,59.87120594300694,perc,cpu
,,0,2024-06-12T02:25:00Z,56.56128670249102,perc,cpu
,,0,2024-06-12T02:26:00Z,57.24676401483721,perc,cpu
,,0,2024-06-12T02:27:00Z,85.92772530613699,perc,cpu
,,0,2024-06-12T02:28:00Z,58.60425925777467,perc,cpu
,,0,2024-06-12T02:29:00Z,50.276455781777074,perc,cpu
,,0,2024-06-12T02:30:00Z,82.94440599582126,perc,cpu
,,0,2024-06-12T02:31:00Z,78.60820219790703,perc,cpu
,,0,2024-06-12T02:32:00Z,78.26793784070139,perc,cpu
,,0,2024-06-12T02:33:00Z,51.92370750556202,perc,cpu
,,0,2024-06-12T02:34:00Z,79.57560687624704,perc,cpu
,,0,2024-06-12T02:35:00Z,76.22373271231834,perc,cpu
,,0,2024-06-12T02:36:00Z,47.868182822245885,perc,cpu
,,0,2024-06-12T02:37:00Z,70.50905603622041,perc,cpu
,,0,2024-06-12T02:38:00Z,58.146452178682196,perc,cpu
,,0,2024-06-12T02:39:00Z,47.7804720405734,perc,cpu
,,0,2024-06-12T02:40:00Z,74.4112173513218,perc,cpu
,,0,2024-06-12T02:41:00Z,80.03879075056359,perc,cpu
,,0,2024-06-12T02:42:00Z,77.66329575961329,perc,cpu
,,0,2024-06-12T02:43:00Z,45.284836752688456,perc,cpu
,,0,2024-06-12T02:44:00Z,79.9035189278974,perc,cpu
,,0,2024-06-12T02:45:00Z,64.51944827799784,perc,cpu
,,0,2024-06-12T02:46:00Z,45.13273156093474,perc,cpu
,,0,2024-06-12T02:47:00Z,54.743476270165345,perc,cpu
,,0,2024-06-12T02:48:00Z,73.3517906047799,perc,cpu
,,0,2024-06-12T02:49:00Z,48.95778343942608,perc,cpu
,,0,2024-06-12T02:50:00Z,68.56156429404581,perc,cpu
,,0,2024-06-12T02:51:00Z,49.163243303432594,perc,cpu
,,0,2024-06-12T02:52:00Z,48.76293118661792,perc,cpu
,,0,2024-06-12T02:53:00Z,54.36073921609538,perc,cpu
,,0,2024-06-12T02:54:00Z,40.95677918689085,perc,cpu
,,0,2024-06-12T02:55:00Z,71.55116338548748,perc,cpu
,,0,2024-06-12T02:56:00Z,73.14400455861406,perc,cpu
,,0,2024-06-12T02:57:00Z,52.73541588190542,perc,cpu
,,0,2024-06-12T02:58:00Z,52.32551092844366,perc,cpu
,,0,2024-06-12T02:59:00Z,41.914403637188876,perc,cpu
,,0,2024-06-12T03:00:00Z,34.50220828130821,perc,cpu
,,0,2024-06-12T03:01:00Z,55.08903943641195,perc,cpu
,,0,2024-06-12T03:02:00Z,66.67501194870565,perc,cpu
,,0,2024-06-12T03:03:00Z,61.260240903066894,perc,cpu
,,0,2024-06-12T03:04:00Z,52.8448415910559,perc,cpu
,,0,2024-06-12T03:05:00Z,42.428929478868525,perc,cpu
,,0,2024-06-12T03:06:00Z,47.01262017524079,perc,cpu
,,0,2024-06-12T03:07:00Z,68.59602939931375,perc,cpu
,,0,2024-06-12T03:08:00Z,35.17927294846774,perc,cpu
,,0,2024-06-12T03:09:00Z,46.76246666613483,perc,cpu
,,0,2024-06-12T03:10:00Z,54.34572640959844,perc,cpu
,,0,2024-06-12T03:11:00Z,58.92916801778917,perc,cpu
,,0,2024-06-12T03:12:00Z,59.51290727908575,perc,cpu
,,0,2024-06-12T03:13:00Z,65.09705989912992,perc,cpu
,,0,2024-06-12T03:14:00Z,27.68174146866444,perc,cpu
,,0,2024-06-12T03:15:00Z,56.267067431403,perc,cpu
,,0,2024-06-12T03:16:00Z,30.8531530519409,perc,cpu
,,0,2024-06-12T03:17:00Z,54.44011338371571,perc,cpu
,,0,2024-06-12T03:18:00Z,58.028063237026466,perc,cpu
,,0,2024-06-12T03:19:00Z,50.61711714712049,perc,cpu
,,0,2024-06-12T03:20:00Z,55.20738934235666,perc,cpu
,,0,2024-06-12T03:21:00Z,26.798993712454077,perc,cpu
,,0,2024-06-12T03:22:00Z,41.39204377683472,perc,cpu
,,0,2024-06-12T03:23:00Z,34.9866526530691,perc,cpu
,,0,2024-06-12T03:24:00Z,30.582933025433604,perc,cpu
,,0,2024-06-12T03:25:00Z,50.18099711358834,perc,cpu
,,0,2024-06-12T03:26:00Z,59.78095664138401,perc,cpu
,,0,2024-06-12T03:27:00Z,36.38292280580668,perc,cpu
,,0,2024-06-12T03:28:00Z,21.987006246068987,perc,cpu
,,0,2024-06-12T03:29:00Z,29.59331701285641,perc,cpu
,,0,2024-06-12T03:30:00Z,56.20196453773706,perc,cpu
,,0,2024-06-12T03:31:00Z,43.813057602743626,perc,cpu
,,0,2024-06-12T03:32:00Z,53.42670431013586,perc,cpu
,,0,2024-06-12T03:33:00Z,56.04301205235197,perc,cpu
,,0,2024-06-12T03:34:00Z,36.66208748215739,perc,cpu
,,0,2024-06-12T03:35:00Z,30.2840364829991,perc,cpu
,,0,2024-06-12T03:36:00Z,40.90896413957381,perc,cpu
,,0,2024-06-12T03:37:00Z,19.536974708618118,perc,cpu
,,0,2024-06-12T03:38:00Z,36.16817158992892,perc,cpu
,,0,2024-06-12T03:39:00Z,52.80265729762192,perc,cpu
,,0,2024-06-12T03:40:00Z,42.44053343163637,perc,cpu
,,0,2024-06-12T03:41:00Z,47.081900649493875,perc,cpu
,,0,2024-06-12T03:42:00Z,47.726858638319264,perc,cpu
,,0,2024-06-12T03:43:00Z,39.37550608713106,perc,cpu
,,0,2024-06-12T03:44:00Z,16.02794065940946,perc,cpu
,,0,2024-06-12T03:45:00Z,20.684258965949418,perc,cpu
,,0,2024-06-12T03:46:00Z,37.34455653800622,perc,cpu
,,0,2024-06-12T03:47:00Z,27.00892780074126,perc,cpu
,,0,2024-06-12T03:48:00Z,17.677466046975184,perc,cpu
,,0,2024-06-12T03:49:00Z,17.35026341125581,perc,cpu
,,0,2024-06-12T03:50:00Z,20.027410844248017,perc,cpu
,,0,2024-06-12T03:51:00Z,25.708998087452713,perc,cpu
,,0,2024-06-12T03:52:00Z,36.395113648261884,perc,cpu
,,0,2024-06-12T03:53:00Z,33.08584477535669,perc,cpu
,,0,2024-06-12T03:54:00Z,15.781277434455461,perc,cpu
,,0,2024-06-12T03:55:00Z,40.48149628441829,perc,cpu
,,0,2024-06-12T03:56:00Z,51.18658465371486,perc,cpu
,,0,2024-06-12T03:57:00Z,47.896624517262154,perc,cpu
,,0,2024-06-12T03:58:00Z,30.611696473638283,perc,cpu
,,0,2024-06-12T03:59:00Z,30.331879722679023,perc,cpu
,,0,2024-06-12T04:00:00Z,37.05725204346305,perc,cpu
,,0,2024-06-12T04:01:00Z,21.787889772692132,perc,cpu
,,0,2024-06-12T04:02:00Z,10.523867783472234,perc,cpu
,,0,2024-06-12T04:03:00Z,34.26525946450152,perc,cpu
,,0,2024-06-12T04:04:00Z,20.012136699670826,perc,cpu
,,0,2024-06-12T04:05:00Z,29.764569848082573,perc,cpu
,,0,2024-06-12T04:06:00Z,40.52262772449343,perc,cpu
,,0,2024-06-12T04:07:00Z,24.286377580186237,perc,cpu
,,0,2024-06-12T04:08:00Z,12.05588508427659,perc,cpu
,,0,2024-06-12T04:09:00Z,20.83121430545912,perc,cpu
,,0,2024-06-12T04:10:00Z,40.6124276941987,perc,cpu
,,0,2024-06-12T04:11:00Z,37.39958606537148,perc,cpu
,,0,2024-06-12T04:12:00Z,21.19274858136048,perc,cpu
,,0,2024-06-12T04:13:00Z,40.99197273561053,perc,cpu
,,0,2024-06-12T04:14:00Z,21.797314336647226,perc,cpu
,,0,2024-06-12T04:15:00Z,16.608827492564064,perc,cpu
,,0,2024-06-12T04:16:00Z,18.426564595982388,perc,cpu
,,0,2024-06-12T04:17:00Z,27.250576309488057,perc,cpu
,,0,2024-06-12T04:18:00Z,18.08091155154907,perc,cpu
,,0,2024-06-12T04:19:00Z,27.917617482918015,perc,cpu
,,0,2024-06-12T04:20:00Z,12.76073949352298,perc,cpu
,,0,2024-06-12T04:21:00Z,24.610321189850865,perc,cpu
,,0,2024-06-12T04:22:00Z,22.466404382826255,perc,cpu
,,0,2024-06-12T04:23:00Z,37.329029076189514,perc,cpu
,,0,2024-06-12T04:24:00Z,35.19823345537718,perc,cpu
,,0,2024-06-12T04:25:00Z,6.074053876907723,perc,cpu
,,0,2024-06-12T04:26:00Z,17.95652485827581,perc,cpu
,,0,2024-06-12T04:27:00Z,38.8456790683576,perc,cpu
,,0,2024-06-12T04:28:00Z,32.74154731832999,perc,cpu
,,0,2024-06-12T04:29:00Z,6.644158553106237,perc,cpu
,,0,2024-06-12T04:30:00Z,7.553539843290231,perc,cpu
,,0,2024-06-12T04:31:00Z,42.469716377651885,perc,cpu
,,0,2024-06-12T04:32:00Z,24.392711456125568,perc,cpu
,,0,2024-06-12T04:33:00Z,31.322546483333504,perc,cpu
,,0,2024-06-12T04:34:00Z,11.259240962636103,perc,cpu
,,0,2024-06-12T04:35:00Z,29.20281249071067,perc,cpu
,,0,2024-06-12T04:36:00Z,29.1532767526602,perc,cpu
,,0,2024-06-12T04:37:00Z,15.110647517653458,perc,cpu
,,0,2024-06-12T04:38:00Z,43.07493663509764,perc,cpu
,,0,2024-06-12T04:39:00Z,8.04615403134467,perc,cpu
,,0,2024-06-12T04:40:00Z,14.02430770693202,perc,cpu
,,0,2024-06-12T04:41:00Z,42.009403734358855,perc,cpu
,,0,2024-06-12T04:42:00Z,30.00144625639808,perc,cpu
,,0,2024-06-12T04:43:00Z,9.000437484944808,perc,cpu
,,0,2024-06-12T04:44:00Z,28.00637770040153,perc,cpu
,,0,2024-06-12T04:45:00Z,30.019265251600174,perc,cpu
,,0,2024-06-12T04:46:00Z,35.03909655626107,perc,cpu
,,0,2024-06-12T04:47:00Z,23.065866101988703,perc,cpu
,,0,2024-06-12T04:48:00Z,40.09956644780394,perc,cpu
,,0,2024-06-12T04:49:00Z,14.140188226212366,perc,cpu
,,0,2024-06-12T04:50:00Z,12.18772014580815,perc,cpu
,,0,2024-06-12T04:51:00Z,38.24214899441259,perc,cpu
,,0,2024-06-12T04:52:00Z,7.3034596427466845,perc,cpu
,,0,2024-06-12T04:53:00Z,25.371635048636488,perc,cpu
,,0,2024-06-12T04:54:00Z,12.446656261750263,perc,cpu
,,0,2024-06-12T04:55:00Z,11.52850242886597,perc,cpu
,,0,2024-06-12T04:56:00Z,24.617150799667737,perc,cpu
,,0,2024-06-12T04:57:00Z,24.712576733069632,perc,cpu
,,0,2024-06-12T04:58:00Z,13.814753704064998,perc,cpu
,,0,2024-06-12T04:59:00Z,40.92365331109946,perc,cpu
,,0,2024-06-12T05:00:00Z,22.039245283965567,perc,cpu
,,0,2024-06-12T05:01:00Z,32.161497492216796,perc,cpu
,,0,2024-06-12T05:02:00Z,39.29037595409869,perc,cpu
,,0,2024-06-12T05:03:00Z,42.425844845994575,perc,cpu
,,0,2024-06-12T05:04:00Z,26.567866512383244,perc,cpu
,,0,2024-06-12T05:05:00Z,7.716401476305855,perc,cpu
,,0,2024-06-12T05:06:00Z,46.87140845033909,perc,cpu
,,0,2024-06-12T05:07:00Z,9.032844348071627,perc,cpu
,,0,2024-06-12T05:08:00Z,17.2006642960806,perc,cpu
,,0,2024-06-12T05:09:00Z,33.374821646404826,perc,cpu
,,0,2024-06-12T05:10:00Z,7.5552679895112576,perc,cpu
,,0,2024-06-12T05:11:00Z,17.741953167751113,perc,cpu
,,0,2024-06-12T05:12:00Z,31.934825289301923,perc,cpu
,,0,2024-06-12T05:13:00Z,29.133830742591613,perc,cpu
,,0,2024-06-12T05:14:00Z,45.33891421120056,perc,cpu
,,0,2024-06-12T05:15:00Z,32.55001868923767,perc,cpu
,,0,2024-06-12T05:16:00Z,8.767085497185867,perc,cpu
,,0,2024-06-12T05:17:00Z,35.99005429821304,perc,cpu
,,0,2024-06-12T05:18:00Z,27.21886311494344,perc,cpu
,,0,2024-06-12T05:19:00Z,12.453448346685175,perc,cpu
,,0,2024-06-12T05:20:00Z,37.693744787109,perc,cpu
,,0,2024-06-12T05:21:00Z,10.939685642373313,perc,cpu
,,0,2024-06-12T05:22:00Z,16.19120254969043,perc,cpu
,,0,2024-06-12T05:23:00Z,17.44822559632908,perc,cpu
,,0,2024-06-12T05:24:00Z,15.71068333904756,perc,cpu
,,0,2024-06-12T05:25:00Z,32.97850282395248,perc,cpu
,,0,2024-06-12T05:26:00Z,35.25160960677735,perc,cpu
,,0,2024-06-12T05:27:00Z,32.529927773575324,perc,cpu
,,0,2024-06-12T05:28:00Z,23.813379961820722,perc,cpu
,,0,2024-06-12T05:29:00Z,22.10188738191291,perc,cpu
,,0,2024-06-12T05:30:00Z,25.39536983907712,perc,cpu
,,0,2024-06-12T05:31:00Z,14.693745755655684,perc,cpu
,,0,2024-06-12T05:32:00Z,32.99693219378366,perc,cpu
,,0,2024-06-12T05:33:00Z,41.30484487844271,perc,cpu
,,0,2024-06-12T05:34:00Z,29.6173982208865,perc,cpu
,,0,2024-06-12T05:35:00Z,30.93450534243125,perc,cpu
,,0,2024-06-12T05:36:00Z,43.25607809860506,perc,cpu
,,0,2024-06-12T05:37:00Z,17.582027103648755,perc,cpu
,,0,2024-06-12T05:38:00Z,48.91226175536211,perc,cpu
,,0,2024-06-12T05:39:00Z,51.24669026028793,perc,cpu
,,0,2024-06-12T05:40:00Z,50.58521965922731,perc,cpu
,,0,2024-06-12T05:41:00Z,34.92775585307916,perc,cpu
,,0,2024-06-12T05:42:00Z,40.27420362899616,perc,cpu
,,0,2024-06-12T05:43:00Z,41.62446668685077,perc,cpu
,,0,2024-06-12T05:44:00Z,45.97844766600305,perc,cpu
,,0,2024-06-12T05:45:00Z,35.33604817236354,perc,cpu
,,0,2024-06-12T05:46:00Z,20.697168805743296,perc,cpu
,,0,2024-06-12T05:47:00Z,24.0617091874836,perc,cpu
,,0,2024-06-12T05:48:00Z,49.429567988357576,perc,cpu
,,0,2024-06-12T05:49:00Z,22.80064295673624,perc,cpu
,,0,2024-06-12T05:50:00Z,26.174830947010655,perc,cpu
,,0,2024-06-12T05:51:00Z,39.55202794826286,perc,cpu
,,0,2024-06-12T05:52:00Z,56.93212911317714,perc,cpu
,,0,2024-06-12T05:53:00Z,60.315028787183785,perc,cpu
,,0,2024-06-12T05:54:00Z,55.70062053782743,perc,cpu
,,0,2024-06-12T05:55:00Z,29.08879718435133,perc,cpu
,,0,2024-06-12T05:56:00Z,47.479450827489906,perc,cpu
,,0,2024-06-12T05:57:00Z,37.872472879460865,perc,cpu
,,0,2024-06-12T05:58:00Z,26.267754094148643,perc,cpu
,,0,2024-06-12T05:59:00Z,24.665184597471054,perc,cpu
,,0,2024-06-12T06:00:00Z,42.06465391792034,perc,cpu
,,0,2024-06-12T06:01:00Z,40.466051017270196,perc,cpu
,,0,2024-06-12T06:02:00Z,24.86926432144063,perc,cpu
,,0,2024-06-12T06:03:00Z,42.274181751511385,perc,cpu
,,0,2024-06-12T06:04:00Z,30.680690754876018,perc,cpu
,,0,2024-06-12T06:05:00Z,47.08867833652749,perc,cpu
,,0,2024-06-12T06:06:00Z,65.49803109046664,perc,cpu
,,0,2024-06-12T06:07:00Z,48.90863523122516,perc,cpu
,,0,2024-06-12T06:08:00Z,56.32037662549385,perc,cpu
,,0,2024-06-12T06:09:00Z,47.733140823847506,perc,cpu
,,0,2024-06-12T06:10:00Z,47.146813092557935,perc,cpu
,,0,2024-06-12T06:11:00Z,35.561278445485705,perc,cpu
,,0,2024-06-12T06:12:00Z,30.976421676042307,perc,cpu
,,0,2024-06-12T06:13:00Z,58.392127389213414,perc,cpu
,,0,2024-06-12T06:14:00Z,64.80828003363453,perc,cpu
,,0,2024-06-12T06:15:00Z,35.22476393371033,perc,cpu
,,0,2024-06-12T06:16:00Z,53.64146332176807,perc,cpu
,,0,2024-06-12T06:17:00Z,52.05826237023717,perc,cpu
,,0,2024-06-12T06:18:00Z,66.47504522384497,perc,cpu
,,0,2024-06-12T06:19:00Z,62.89169603182033,perc,cpu
,,0,2024-06-12T06:20:00Z,60.30809898009619,perc,cpu
,,0,2024-06-12T06:21:00Z,48.72413832350162,perc,cpu
,,0,2024-06-12T06:22:00Z,66.13969841793482,perc,cpu
,,0,2024-06-12T06:23:00Z,32.55466375250819,perc,cpu
,,0,2024-06-12T06:24:00Z,56.9689189816561,perc,cpu
,,0,2024-06-12T06:25:00Z,33.38234895719696,perc,cpu
,,0,2024-06-12T06:26:00Z,50.79483876034024,perc,cpu
,,0,2024-06-12T06:27:00Z,60.20627373362977,perc,cpu
,,0,2024-06-12T06:28:00Z,37.61653951281453,perc,cpu
,,0,2024-06-12T06:29:00Z,66.0255220586377,perc,cpu
,,0,2024-06-12T06:30:00Z,74.43310768853563,perc,cpu
,,0,2024-06-12T06:31:00Z,59.83918310823748,perc,cpu
,,0,2024-06-12T06:32:00Z,61.243635443256935,perc,cpu
,,0,2024-06-12T06:33:00Z,73.6463522702674,perc,cpu
,,0,2024-06-12T06:34:00Z,37.04722164835164,perc,cpu
,,0,2024-06-12T06:35:00Z,60.44613215011725,perc,cpu
,,0,2024-06-12T06:36:00Z,47.84297289266969,perc,cpu
,,0,2024-06-12T06:37:00Z,71.23763356843358,perc,cpu
,,0,2024-06-12T06:38:00Z,47.63000447581447,perc,cpu
,,0,2024-06-12T06:39:00Z,48.01997654969179,perc,cpu
,,0,2024-06-12T06:40:00Z,76.40744139173516,perc,cpu
,,0,2024-06-12T06:41:00Z,51.79229130053529,perc,cpu
,,0,2024-06-12T06:42:00Z,41.17441930154099,perc,cpu
,,0,2024-06-12T06:43:00Z,62.55371917679447,perc,cpu
,,0,2024-06-12T06:44:00Z,53.93008549445602,perc,cpu
,,0,2024-06-12T06:45:00Z,79.3034136381103,perc,cpu
,,0,2024-06-12T06:46:00Z,75.67359983584603,perc,cpu
